[2026-09-01 12:03:26.192] GET /openapi/v1.json -> Status: 200 (213ms) | User: Anonymous | IP: ::1
[2026-09-01 12:03:37.953] POST /api/Auth/login -> Status: 200 (1545ms) | User: Anonymous | IP: ::1
[2026-09-01 12:04:00.574] GET /api/Post/all -> Status: 200 (184ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | IP: ::1
[2026-09-01 12:04:10.067] POST /api/Auth/login -> Status: 200 (117ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | IP: ::1
[2026-09-01 12:04:20.538] GET /api/Post/all -> Status: 200 (37ms) | User: ba4f7cc0-b4ab-4322-92fa-d93ecd981c13 | IP: ::1
[2026-09-01 12:04:39.165] POST /api/Comment/4b3eac1e-6183-4abd-b042-0ed72bf6f072/like -> Status: 404 (50ms) | User: ba4f7cc0-b4ab-4322-92fa-d93ecd981c13 | IP: ::1
[2026-09-01 12:05:00.628] POST /api/Comment -> Status: 200 (129ms) | User: ba4f7cc0-b4ab-4322-92fa-d93ecd981c13 | IP: ::1
[2026-09-01 12:07:50.446] GET /openapi/v1.json -> Status: 200 (332ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 12:07:59.658] POST /api/Auth/login -> Status: 200 (1654ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 12:08:09.084] GET /api/Post/all -> Status: 200 (179ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 12:08:29.474] POST /api/Auth/login -> Status: 200 (125ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 12:08:40.646] POST /api/Auth/login -> Status: 200 (84ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 12:08:52.988] POST /api/Auth/login -> Status: 200 (116ms) | User: ba4f7cc0-b4ab-4322-92fa-d93ecd981c13 | UserName: szonja | IP: ::1
[2026-09-01 14:14:20.720] GET /openapi/v1.json -> Status: 200 (257ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 14:14:30.846] POST /api/Auth/login -> Status: 200 (1682ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 14:15:28.463] PUT /User -> Status: 200 (721ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 14:16:10.144] PUT /User -> Status: 200 (341ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 14:16:22.975] PUT /User -> Status: 200 (343ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 15:27:43.410] GET /openapi/v1.json -> Status: 200 (136ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 15:28:14.747] PUT /User/password -> Status: 400 (1318ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 15:28:31.028] PUT /User/password -> Status: 200 (263ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 15:28:48.653] PUT /User/email -> Status: 200 (282ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 15:29:18.111] GET /User/confirm-email-change?userId=2e59e43c-8f7a-4127-b775-fd1bdbfff042&newEmail=tamasgy@gmail.com -> Status: 400 (58ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 15:29:18.393] GET /favicon.ico -> Status: 404 (0ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 15:30:06.979] GET /User/confirm-email-change?userId=2e59e43c-8f7a-4127-b775-fd1bdbfff042&newEmail=tamasgy@gmail.com -> Status: 400 (8ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 15:32:48.593] GET /User/confirm-email-change?userId=2e59e43c-8f7a-4127-b775-fd1bdbfff042&newEmail=tamasgy@gmail.com -> Status: 400 (154ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 15:32:52.022] GET /User/confirm-email-change?userId=2e59e43c-8f7a-4127-b775-fd1bdbfff042&newEmail=tamasgy@gmail.com -> Status: 400 (45ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 15:32:57.728] GET /openapi/v1.json -> Status: 200 (177ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 15:33:23.143] PUT /User/email -> Status: 200 (1429ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 15:33:33.219] GET /User/confirm-email-change?userId=2e59e43c-8f7a-4127-b775-fd1bdbfff042&newEmail=tamas@gmail.com&token=Q2ZESjhMYzFPOHpjN01ORHJOWnRRYjI3T2pQS2g0a2d4d3NTMGdWSDRDMGgwUllxSnhQK2hVdDFuVEs4TFdOc2YwVXMyb295bzY1K3c1U2VtbGZiSWIzYmJXWG8vRGhWYitRZ2IvV1Izdk1EMDk2TmJNWExIdHlPMmNHQnJzR3gwQXByVkNyMi9lcHdTd3ptRGgrZUZCUXl1SWlVbm9KcVlWeURoSWdJd1FUckIyZGJvVW0vOXhqZm1yNEdzVEFEK2NLcnRDeW1VNkJyQzNXUklkR0VnK3VrRUhoNVgxWTMrL0NVRzluNEFLMmFGT2FUZkFEb2liaFdXb1k3UnFFZ3IvNjdkZz09 -> Status: 200 (248ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:32:11.240] GET /openapi/v1.json -> Status: 200 (481ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:32:25.463] POST /api/Auth/login -> Status: 200 (1567ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:32:57.196] POST /api/Post -> Status: 200 (1393ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:33:06.230] GET /api/Post/f8b11857-4cfb-4bd6-b2ce-87fea3871580 -> Status: 200 (296ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:33:37.618] DELETE /api/Post/f8b11857-4cfb-4bd6-b2ce-87fea3871580 -> Status: 400 (177ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:35:13.048] GET /openapi/v1.json -> Status: 200 (300ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:35:21.407] GET /api/Post/all -> Status: 200 (2318ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:36:01.762] POST /api/Post -> Status: 200 (7067ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:36:11.081] GET /api/Post/ca88eb18-f6fc-486a-8d78-3c9b7aaf9cfc -> Status: 200 (103ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:38:24.097] GET /openapi/v1.json -> Status: 200 (281ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:38:29.893] GET /api/Post/all -> Status: 200 (1570ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:40:04.469] POST /api/Post -> Status: 200 (1538ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:40:15.905] GET /api/Post/501e6169-7f03-42bb-aba9-9367c6b470f2 -> Status: 200 (197ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:40:32.100] DELETE /api/Post/501e6169-7f03-42bb-aba9-9367c6b470f2 -> Status: 400 (72ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:41:13.220] GET /openapi/v1.json -> Status: 200 (262ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:41:44.699] GET /openapi/v1.json -> Status: 200 (214ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:41:54.410] POST /api/Post -> Status: 200 (118ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:42:12.528] GET /openapi/v1.json -> Status: 200 (193ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:42:56.054] POST /api/Post -> Status: 200 (7977ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:44:11.198] GET /openapi/v1.json -> Status: 200 (259ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:44:17.762] GET /api/Post/all -> Status: 200 (1378ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:44:50.376] GET /openapi/v1.json -> Status: 200 (23ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:45:25.966] POST /api/Auth/login -> Status: 400 (52ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:45:30.349] POST /api/Auth/login -> Status: 200 (356ms) | User: Anonymous | UserName: Anonymous | IP: ::1
[2026-09-01 16:45:46.436] POST /api/Post -> Status: 200 (1432ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
[2026-09-01 16:45:57.604] DELETE /api/Post/40b21471-e41a-4a7c-8334-18db0959a03c -> Status: 204 (52ms) | User: 2e59e43c-8f7a-4127-b775-fd1bdbfff042 | UserName: tamasgy | IP: ::1
